Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1979","1979","tonnes","302625580","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1980","1980","tonnes","269883982","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1980","1980","hg/ha","37719","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1980","1980","ha","71550444","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1981","1981","ha","77733138","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1981","1981","hg/ha","42567","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1981","1981","tonnes","330889528","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1982","1982","tonnes","333103755","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1982","1982","hg/ha","43706","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1982","1982","ha","76214787","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1983","1983","ha","58729146","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1983","1983","hg/ha","35359","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1983","1983","tonnes","207657604","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1984","1984","tonnes","314749500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1984","1984","hg/ha","43741","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1984","1984","ha","71957016","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1985","1985","ha","72873500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1985","1985","hg/ha","47633","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1985","1985","tonnes","347118216","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1986","1986","tonnes","315331216","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1986","1986","hg/ha","46989","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1986","1986","ha","67107716","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1987","1987","ha","59233504","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1987","1987","hg/ha","47354","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1987","1987","tonnes","280494047","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1988","1988","tonnes","206528100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1988","1988","hg/ha","37069","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1988","1988","ha","55714416","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1989","1989","ha","63533008","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1989","1989","hg/ha","44739","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1989","1989","tonnes","284238058","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1990","1990","tonnes","312410604","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1990","1990","hg/ha","47551","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1990","1990","ha","65700000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1991","1991","ha","62131075","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1991","1991","hg/ha","45076","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1991","1991","tonnes","280063391","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1992","1992","tonnes","353025147","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1992","1992","hg/ha","53578","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1992","1992","ha","65890404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1993","1993","ha","60273827","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1993","1993","hg/ha","42988","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1993","1993","tonnes","259105342","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1994","1994","tonnes","355934924","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1994","1994","hg/ha","55600","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1994","1994","ha","64017419","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1995","1995","ha","59766550","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1995","1995","hg/ha","46448","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1995","1995","tonnes","277601210","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1996","1996","tonnes","335780123","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1996","1996","hg/ha","51753","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1996","1996","ha","64881026","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1997","1997","ha","63803406","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1997","1997","hg/ha","52753","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1997","1997","tonnes","336582161","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1998","1998","tonnes","349425744","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1998","1998","hg/ha","56765","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1998","1998","ha","61556513","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","1999","1999","ha","58461970","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","1999","1999","hg/ha","57365","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","1999","1999","tonnes","335364364","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2000","2000","tonnes","342631506","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2000","2000","hg/ha","58543","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2000","2000","ha","58526104","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2001","2001","ha","55166824","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2001","2001","hg/ha","58911","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2001","2001","tonnes","324994634","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2002","2002","tonnes","297143452","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2002","2002","hg/ha","55468","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2002","2002","ha","53570702","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2003","2003","ha","57813092","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2003","2003","hg/ha","60237","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2003","2003","tonnes","348247631","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2004","2004","tonnes","389023763","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2004","2004","hg/ha","68511","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2004","2004","ha","56782664","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2005","2005","ha","56805877","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2005","2005","hg/ha","64507","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2005","2005","tonnes","366436346","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2006","2006","tonnes","338336800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2006","2006","hg/ha","64004","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2006","2006","ha","52861862","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2007","2007","ha","61919594","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2007","2007","hg/ha","67044","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2007","2007","tonnes","415130860","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2008","2008","tonnes","402399936","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2008","2008","hg/ha","65983","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2008","2008","ha","60985598","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2009","2009","ha","57937341","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2009","2009","hg/ha","72262","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2009","2009","tonnes","418666166","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2010","2010","tonnes","401126330","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2010","2010","hg/ha","69781","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2010","2010","ha","57483702","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2011","2011","ha","56668632","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2011","2011","hg/ha","68035","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2011","2011","tonnes","385545256","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2012","2012","tonnes","356210124","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2012","2012","hg/ha","59119","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2012","2012","ha","60253274","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2013","2013","ha","59486800","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2013","2013","hg/ha","73009","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2013","2013","tonnes","434308450","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2014","2014","tonnes","442849090","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2014","2014","hg/ha","76381","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2014","2014","ha","57979030","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2015","2015","ha","58124740","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2015","2015","hg/ha","74301","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2015","2015","tonnes","431870371","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2016","2016","tonnes","503466147","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2016","2016","hg/ha","86142","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2016","2016","ha","58445763","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2017","2017","ha","53165235","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2017","2017","hg/ha","82812","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2017","2017","tonnes","440272862","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2018","2018","tonnes","439711070","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2018","2018","hg/ha","81961","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2018","2018","ha","53649052","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2019","2019","ha","52572211","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2019","2019","hg/ha","80056","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2019","2019","tonnes","420873484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5510","Production","1717","Cereals, Total","2020","2020","tonnes","434875197","A","Aggregate, may include official, semi-official, estimated or calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","1717","Cereals, Total","2020","2020","hg/ha","81750","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5312","Area harvested","1717","Cereals, Total","2020","2020","ha","53195570","A","Aggregate, may include official, semi-official, estimated or calculated data"
